Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
13651,6,1519273291.0,86189199,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232047637,86189199,0,86189199,86189199,86189199,86189199,0,86189199,86189199,0,0,0,0,0,0,0,0,0,40,0,0.0232047637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62567,-1,0,20,0,0,0,0,86189199,0,86189199,86189199,Benign
135,6,1519277359.0,1280838,6,3,140,316,116,0,23.3333333333,46.4011494111,232,0,105.3333333333,117.4620506093,356.0169201726,7.0266497402,160104.75,185782.346013324,426624,48,1280838,256167.6,172308.175941538,426624,71,449365,224682.5,238.2949852599,224851,224514,0,0,0,0,128,68,4.6844331602,2.3422165801,0,232,45.6,77.544539173,6013.1555555556,0,0,0,1,0,0,0,0,0,50.6666666667,23.3333333333,105.3333333333,0,0,0,0,0,0,6,140,3,316,65535,64216,2,20,0,0,0,0,0,0,0,0,Benign
57942,6,1519266883.0,147,2,0,0,0,0,0,0,0,0,0,0,0,0,13605.4421768707,147,0,147,147,147,147,0,147,147,0,0,0,0,0,0,0,0,0,40,0,13605.4421768707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519301963.0,355,1,1,27,91,27,27,27,0,91,91,91,0,332394.366197183,5633.8028169014,355,0,355,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2816.9014084507,2816.9014084507,27,91,48.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,72.5,27,91,0,0,0,0,0,0,1,27,1,91,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519271677.0,811,1,1,37,53,37,37,37,0,53,53,53,0,110974.106041924,2466.0912453761,811,0,811,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1233.045622688,1233.045622688,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37,53,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519296422.0,495,1,1,50,178,50,50,50,0,178,178,178,0,460606.060606061,4040.404040404,495,0,495,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2020.202020202,2020.202020202,50,178,92.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,139,50,178,0,0,0,0,0,0,1,50,1,178,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519268092.0,2165477,10,8,1148,2754,677,0,114.8,210.0924664153,1173,0,344.25,520.2819977117,1801.9124654753,8.3122563758,127381,228702.607716604,953146,3,2165477,240608.555555556,340853.648911857,1106517,3,2071828,295975.428571429,300331.13431281,953146,95783,0,0,0,0,224,172,4.6179202088,3.694336167,0,1173,205.3684210526,377.9043398249,142811.69005848,0,0,0,1,0,0,0,0,0,216.7777777778,114.8,344.25,0,0,0,0,0,0,10,1148,8,2754,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
49943,6,1519291596.0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,68965.5172413793,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,34482.7586206897,34482.7586206897,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,33801,63524,0,20,0,0,0,0,0,0,0,0,Benign
443,6,1519274310.0,2501,1,1,0,0,0,0,0,0,0,0,0,0,0,799.6801279488,2501,0,2501,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,399.8400639744,399.8400639744,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,290,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519274310.0,49257,2,2,82,222,41,41,41,0,111,111,111,0,6171.7116348945,81.2067320381,16419,15590.7908394667,31472,341,48916,48916,0,48916,48916,31813,31813,0,31813,31813,0,0,0,0,16,16,40.603366019,40.603366019,41,111,69,38.3405790254,1470,0,0,0,0,0,0,0,0,1,86.25,41,111,0,0,0,0,0,0,2,82,2,222,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
445,6,1519289003.0,1200904,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,660.3358803035,9.1597663094,120090.4,154861.342474271,300129,65,1200839,240167.8,134179.681631386,300276,140,1200831,300207.75,89.358360922,300315,300109,0,0,0,0,132,112,4.9962361688,4.1635301406,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519299223.0,6001978,11,8,1144,2754,677,0,104,202.0910685805,1173,0,344.25,520.2819977117,649.4525638048,3.1656230663,333443.222222222,686540.872866247,2866852,2,6001978,600197.8,868784.950539775,2866852,2,5867234,838176.285714286,1030395.39366509,3002456,136596,0,0,0,0,244,172,1.8327291436,1.3328939226,0,1173,194.9,370.6737677598,137399.042105263,0,0,0,1,0,0,0,0,0,205.1578947368,104,344.25,0,0,0,0,0,0,11,1144,8,2754,8192,62856,5,20,0,0,0,0,0,0,0,0,Benign
50048,6,1519291831.0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,74074.0740740741,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,37037.037037037,37037.037037037,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,123,253,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519291415.0,16045,1,1,31,127,31,31,31,0,127,127,127,0,9847.3044562169,124.6494234964,16045,0,16045,16045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,62.3247117482,62.3247117482,31,127,63,55.4256258422,3072,0,0,0,0,0,0,0,0,1,94.5,31,127,0,0,0,0,0,0,1,31,1,127,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519264750.0,50314,2,2,66,254,33,33,33,0,127,127,127,0,6360.0588305442,79.5007353818,16771.3333333333,24790.3459099169,45247,1,45247,45247,0,45247,45247,1,1,0,1,1,0,0,0,0,16,16,39.7503676909,39.7503676909,33,127,70.6,51.4859204055,2650.8,0,0,0,0,0,0,0,0,1,88.25,33,127,0,0,0,0,0,0,2,66,2,254,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
28080,6,1519276982.0,86129254,2,0,0,0,0,0,0,0,0,0,0,0,0,0.023220914,86129254,0,86129254,86129254,86129254,86129254,0,86129254,86129254,0,0,0,0,0,0,0,0,0,40,0,0.023220914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62567,-1,0,20,0,0,0,0,86129254,0,86129254,86129254,Benign
51499,6,1519302058.0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,60606.0606060606,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30303.0303030303,30303.0303030303,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,114,253,0,20,0,0,0,0,0,0,0,0,Benign
55613,6,1519271387.0,85981829,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232607287,85981829,0,85981829,85981829,85981829,85981829,0,85981829,85981829,0,0,0,0,0,0,0,0,0,40,0,0.0232607287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62567,-1,0,20,0,0,0,0,85981829,0,85981829,85981829,Benign
53239,6,1519303756.0,137,2,0,0,0,0,0,0,0,0,0,0,0,0,14598.5401459854,137,0,137,137,137,137,0,137,137,0,0,0,0,0,0,0,0,0,40,0,14598.5401459854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
42605,6,1519271694.0,86188960,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232048281,86188960,0,86188960,86188960,86188960,86188960,0,86188960,86188960,0,0,0,0,0,0,0,0,0,40,0,0.0232048281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62549,-1,0,20,0,0,0,0,86188960,0,86188960,86188960,Benign
3389,6,1519274946.0,5223015,11,7,1132,1581,661,0,102.9090909091,197.7723208872,1173,0,225.8571428571,430.0986044197,519.4317841323,3.4462853352,307236.176470588,667837.943115247,2744199,4,5223015,522301.5,857513.398600635,2744199,4,4628693,771448.833333333,1118601.51313404,2961917,104441,0,0,0,0,232,152,2.1060632604,1.3402220748,0,1173,142.7894736842,296.9505344044,88179.619883041,0,0,1,1,0,0,0,1,0,150.7222222222,102.9090909091,225.8571428571,0,0,0,0,0,0,11,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519296095.0,3274354,9,7,1148,1581,677,0,127.5555555556,218.6910555505,1173,0,225.8571428571,430.0986044197,833.4468417282,4.8864600468,218290.266666667,426157.908331519,1508482,122,3274354,409294.25,568674.964071933,1508482,487,3162721,527120.166666667,644541.836024138,1668738,114049,0,0,0,0,192,152,2.7486337763,2.1378262705,0,1173,160.5294117647,312.0440909645,97371.5147058823,0,0,1,1,0,0,0,1,0,170.5625,127.5555555556,225.8571428571,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
51441,6,1519301964.0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,68965.5172413793,29,0,29,29,29,29,0,29,29,0,0,0,0,0,0,0,0,0,40,0,68965.5172413793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5432,-1,0,20,0,0,0,0,0,0,0,0,Benign
52663,6,1519302771.0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,38461.5384615385,52,0,52,52,52,52,0,52,52,0,0,0,0,0,0,0,0,0,40,0,38461.5384615385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0,0,0,0,0,0,0,0,Benign
445,6,1519288295.0,688075,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,1152.4906441885,15.9866293645,68807.5,88662.048472776,172980,63,687978,137595.6,76745.4185329652,173075,315,688012,172003,817.6360233421,173077,171165,0,0,0,0,132,112,8.7199796534,7.2666497112,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0,0,0,0,0,0,0,0,Benign
53,17,1519299485.0,298,1,1,36,52,36,36,36,0,52,52,52,0,295302.013422819,6711.4093959732,298,0,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3355.7046979866,3355.7046979866,36,52,41.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,62,36,52,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519274310.0,17573,2,2,74,106,37,37,37,0,53,53,53,0,10242.9863995903,227.6219199909,5857.6666666667,9462.508987226,16784,372,17201,17201,0,17201,17201,17156,17156,0,17156,17156,0,0,0,0,16,16,113.8109599954,113.8109599954,37,53,43.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,54.25,37,53,0,0,0,0,0,0,2,74,2,106,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
49964,6,1519291715.0,432,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0,0,71759.2592592593,9259.2592592593,144,217.3384457476,394,0,394,197,278.6000717875,394,0,0,0,0,0,0,0,0,0,0,60,20,6944.4444444445,2314.8148148148,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0,0,0,0,0,0,0,3,31,1,0,1067,0,1,20,0,0,0,0,0,0,0,0,Benign
64576,6,1519291061.0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,42553.1914893617,47,0,47,47,47,47,0,47,47,0,0,0,0,0,0,0,0,0,40,0,42553.1914893617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Benign
26329,6,1519274063.0,85767250,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0233189242,85767250,0,85767250,85767250,85767250,85767250,0,85767250,85767250,0,0,0,0,0,0,0,0,0,40,0,0.0233189242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62566,-1,0,20,0,0,0,0,85767250,0,85767250,85767250,Benign
3389,6,1519301957.0,2440199,7,10,467,1581,205,0,66.7142857143,79.4768609632,1173,0,158.1,367.7307136721,839.2758131611,6.9666449335,152512.4375,239503.164487923,1007016,3,2440199,406699.833333333,533217.825992874,1467603,3,2280362,253373.555555556,294683.669622661,1007016,17629,0,0,0,0,152,212,2.868618502,4.0980264315,0,1173,113.7777777778,276.854932401,76648.6535947712,0,0,0,1,0,0,0,0,1,120.4705882353,66.7142857143,158.1,0,0,0,0,0,0,7,467,10,1581,8192,62872,4,20,0,0,0,0,0,0,0,0,Benign
53,17,1519291536.0,247,1,1,40,56,40,40,40,0,56,56,56,0,388663.967611336,8097.1659919028,247,0,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4048.5829959514,4048.5829959514,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68,40,56,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519293728.0,2026616,8,7,1128,1581,661,0,141,222.62332056,1173,0,225.8571428571,430.0986044197,1336.7110493552,7.401500827,144758.285714286,246525.869460896,953349,3,2026616,289516.571428571,396746.449524486,1177625,3,1855651,309275.166666667,316231.529597171,953349,162570,0,0,0,0,172,152,3.9474671077,3.4540337193,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519273988.0,460,1,1,44,172,44,44,44,0,172,172,172,0,469565.217391304,4347.8260869565,460,0,460,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2173.9130434783,2173.9130434783,44,172,86.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,130,44,172,0,0,0,0,0,0,1,44,1,172,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
47141,6,1519275499.0,86241036,2,0,0,0,0,0,0,0,0,0,0,0,0,0.023190816,86241036,0,86241036,86241036,86241036,86241036,0,86241036,86241036,0,0,0,0,0,0,0,0,0,40,0,0.023190816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62549,-1,0,20,0,0,0,0,86241036,0,86241036,86241036,Benign
3389,6,1519264545.0,2261447,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1206.7494838482,6.632921311,161531.928571429,247797.877984167,953188,48,2261447,323063.857142857,434085.24999299,1298787,51931,1975404,329234,306896.248296391,953188,163189,0,0,0,0,168,148,3.5375580325,3.0953632785,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
44750,6,1519271366.0,86181358,2,0,0,0,0,0,0,0,0,0,0,0,0,0.023206875,86181358,0,86181358,86181358,86181358,86181358,0,86181358,86181358,0,0,0,0,0,0,0,0,0,40,0,0.023206875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62568,-1,0,20,0,0,0,0,86181358,0,86181358,86181358,Benign
14851,6,1519270755.0,85907677,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232808064,85907677,0,85907677,85907677,85907677,85907677,0,85907677,85907677,0,0,0,0,0,0,0,0,0,40,0,0.0232808064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62549,-1,0,20,0,0,0,0,85907677,0,85907677,85907677,Benign
56228,6,1519273478.0,86189446,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232046972,86189446,0,86189446,86189446,86189446,86189446,0,86189446,86189446,0,0,0,0,0,0,0,0,0,40,0,0.0232046972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62569,-1,0,20,0,0,0,0,86189446,0,86189446,86189446,Benign
36325,6,1519276778.0,86060288,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232395225,86060288,0,86060288,86060288,86060288,86060288,0,86060288,86060288,0,0,0,0,0,0,0,0,0,40,0,0.0232395225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62566,-1,0,20,0,0,0,0,86060288,0,86060288,86060288,Benign
60613,6,1519265258.0,146,2,0,0,0,0,0,0,0,0,0,0,0,0,13698.6301369863,146,0,146,146,146,146,0,146,146,0,0,0,0,0,0,0,0,0,40,0,13698.6301369863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
62205,6,1519293719.0,99,2,0,0,0,0,0,0,0,0,0,0,0,0,20202.0202020202,99,0,99,99,99,99,0,99,99,0,0,0,0,0,0,0,0,0,40,0,20202.0202020202,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,64400,-1,0,20,0,0,0,0,0,0,0,0,Benign
20423,6,1519274692.0,86360631,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231587006,86360631,0,86360631,86360631,86360631,86360631,0,86360631,86360631,0,0,0,0,0,0,0,0,0,40,0,0.0231587006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62569,-1,0,20,0,0,0,0,86360631,0,86360631,86360631,Benign
3389,6,1519272816.0,2137065,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1276.9850238528,7.0189722821,152647.5,245374.102156984,953181,67,2137065,305295,387760.183880449,1175555,52290,1976068,329344.666666667,306688.97393005,953181,160168,0,0,0,0,168,148,3.7434518838,3.2755203983,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
51682,6,1519261763.0,47,1,1,0,0,0,0,0,0,0,0,0,0,0,42553.1914893617,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21276.5957446809,21276.5957446809,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1026,257,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519298717.0,877,1,1,38,66,38,38,38,0,66,66,66,0,118586.088939567,2280.5017103763,877,0,877,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1140.2508551882,1140.2508551882,38,66,47.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,71,38,66,0,0,0,0,0,0,1,38,1,66,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519301577.0,2385425,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1144.0309378832,6.2881876395,170387.5,250781.480472159,953127,3,2385425,340775,405033.995441946,1238564,3,2158410,359735,291513.370712906,953127,226239,0,0,0,0,172,152,3.3537000744,2.9344875651,0,1173,170.5625,319.433241591,102037.595833333,0,0,1,1,0,0,0,1,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519264201.0,1660212,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1643.7659768753,9.034990712,118586.571428571,245556.69787169,953093,83,1660212,237173.142857143,390456.546092489,1117892,107,1553740,258956.666666667,340815.607958712,953093,106979,0,0,0,0,172,152,4.8186617131,4.2163289989,0,1173,170.5625,319.433241591,102037.595833333,0,0,1,1,0,0,0,1,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519296958.0,3158114,9,7,1144,1581,677,0,127.1111111111,218.5088353159,1173,0,225.8571428571,430.0986044197,862.8567556459,5.0663148955,210540.933333333,285745.682232462,991437,83,3158114,394764.25,394570.599778236,1238279,167,2968443,494740.5,444605.592219329,1138512,191361,0,0,0,0,192,152,2.8498021287,2.2165127668,0,1173,160.2941176471,312.0067636899,97348.2205882353,0,0,0,1,0,0,0,0,0,170.3125,127.1111111111,225.8571428571,0,0,0,0,0,0,9,1144,7,1581,8192,62856,5,20,0,0,0,0,0,0,0,0,Benign
55764,6,1519270201.0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,71428.5714285714,28,0,28,28,28,28,0,28,28,0,0,0,0,0,0,0,0,0,40,0,71428.5714285714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519295256.0,8872401,12,7,1132,1581,661,0,94.3333333333,190.8942274156,1173,0,225.8571428571,430.0986044197,305.779686919,2.14147219,492911.166666667,1396317.0293945,6003039,85,8872401,806581.909090909,1756051.80837562,6003039,193,8652867,1442144.5,2359173.55312031,6210447,111539,0,0,0,0,252,152,1.3525087516,0.7889634384,0,1173,135.65,290.7886327685,84558.0289473685,0,0,1,1,0,0,0,1,0,142.7894736842,94.3333333333,225.8571428571,0,0,0,0,0,0,12,1132,7,1581,8192,62868,5,20,728711,0,728711,728711,6003039,0,6003039,6003039,Benign
443,6,1519293456.0,30362000,1,6,0,0,0,0,0,0,0,0,0,0,0,0.2305513471,5060333.33333333,6106448.88527729,15999797,63032,0,0,0,0,0,30298968,6059793.6,6254517.67131486,15999797,299275,0,0,0,0,32,192,0.0329359067,0.1976154404,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,6,0,8192,42780,0,32,6362291,0,6362291,6362291,11999854.5,5656772.93221254,15999797,7999912,Benign
58377,6,1519273482.0,86170047,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232099212,86170047,0,86170047,86170047,86170047,86170047,0,86170047,86170047,0,0,0,0,0,0,0,0,0,40,0,0.0232099212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62569,-1,0,20,0,0,0,0,86170047,0,86170047,86170047,Benign
53,17,1519301963.0,13209,1,1,35,97,35,35,35,0,97,97,97,0,9993.1864637747,151.4119161178,13209,0,13209,13209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,75.7059580589,75.7059580589,35,97,55.6666666667,35.7957166898,1281.3333333333,0,0,0,0,0,0,0,0,1,83.5,35,97,0,0,0,0,0,0,1,35,1,97,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519299940.0,207,1,1,39,71,39,39,39,0,71,71,71,0,531400.966183575,9661.8357487923,207,0,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4830.9178743961,4830.9178743961,39,71,49.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,74.5,39,71,0,0,0,0,0,0,1,39,1,71,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519291133.0,2223817,9,7,1148,1581,677,0,127.5555555556,218.6910555505,1173,0,225.8571428571,430.0986044197,1227.1693219361,7.1948366255,148254.466666667,256627.79060117,953362,3,2223817,277977.125,371086.100863951,1119432,3,2113619,352269.833333333,363971.498740996,953362,111791,0,0,0,0,192,152,4.0470956018,3.1477410237,0,1173,160.5294117647,312.0440909645,97371.5147058823,0,0,1,1,0,0,0,1,0,170.5625,127.5555555556,225.8571428571,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519274979.0,2700104,9,7,1144,1581,677,0,127.1111111111,218.5088353159,1173,0,225.8571428571,430.0986044197,1009.2203855852,5.9256976768,180006.933333333,257507.245092102,953157,72,2700104,337513,361868.235421206,1159958,2523,2546213,424368.833333333,325242.36476475,953157,153947,0,0,0,0,192,152,3.3332049432,2.5924927336,0,1173,160.2941176471,312.0067636899,97348.2205882353,0,0,0,1,0,0,0,0,0,170.3125,127.1111111111,225.8571428571,0,0,0,0,0,0,9,1144,7,1581,8192,62856,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519271354.0,1820511,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1499.0296680438,8.2394448592,130036.5,246085.268033335,953436,89,1820511,260073,386315.306259019,1127116,104,1696395,282732.5,329805.780400374,953436,111152,0,0,0,0,168,148,4.3943705916,3.8450742676,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519300748.0,344,1,1,49,145,49,49,49,0,145,145,145,0,563953.488372093,5813.9534883721,344,0,344,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2906.9767441861,2906.9767441861,49,145,81,55.4256258422,3072,0,0,0,0,0,0,0,0,1,121.5,49,145,0,0,0,0,0,0,1,49,1,145,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
